name,2dumap1,2dumap2,3dumap1,3dumap2,3dumap3
GRB160814622,7.414913,6.4008245,7.809593,6.5537877,3.953596
GRB160815299,8.203305,6.0106215,8.319932,5.978393,4.629188
GRB160815490,9.173144,7.1271973,8.820744,6.8656645,5.977705
GRB160816414,7.4726796,7.176521,7.8757668,7.2616425,3.7971473
GRB160816730,9.304588,3.331854,8.737211,2.825261,4.7029862
GRB160818198,10.045252,6.3080626,9.077967,5.697791,5.9637046
GRB160818230,4.8779135,5.943696,5.113064,6.235125,2.7915313
GRB160819852,7.9590917,3.59546,8.4295,3.9192648,3.3437984
GRB160820496,4.740782,6.398732,4.9520397,6.5672917,2.231178
GRB160821857,9.092685,3.1747599,9.628783,3.667699,3.2323365
GRB160821937,4.3356924,5.3501134,4.6879454,5.725356,3.1525538
GRB160822672,2.4596639,2.8270822,1.9677248,1.897123,7.5791926
GRB160824598,8.437312,7.72885,8.512057,7.5353093,5.7527285
GRB160825799,9.260473,7.826017,8.751121,7.4932313,6.6618705
GRB160826938,6.7526746,6.8186874,7.130562,6.942288,3.3743339
GRB160827586,9.59999,2.6156845,9.910377,3.2139637,3.3803675
GRB160827616,7.340628,6.4973125,8.001349,6.637585,3.6308765
GRB160827837,8.994901,6.159962,9.233472,6.205378,4.772888
GRB160829334,4.7090816,5.9567256,4.961572,6.257806,2.6309006
GRB160831411,9.557113,2.1815383,9.577223,2.6540904,3.6087785
GRB160905471,8.740435,2.2554722,8.972693,2.718171,3.1663265
GRB160908136,8.966836,5.427539,8.786782,5.408511,4.732608
GRB160909061,8.683714,6.068825,9.179141,6.315335,4.2445703
GRB160910722,8.643157,2.1562128,8.662086,2.4973547,4.3005323
GRB160912350,7.7698107,3.037334,8.681294,3.5265894,2.7172742
GRB160912521,8.079956,3.3836677,8.487543,3.6515982,3.4294121
GRB160912674,9.984071,2.7364676,9.962198,3.3131232,3.7699175
GRB160917456,10.246441,6.09028,9.128099,5.4096847,6.0008693
GRB160917479,9.486656,5.9116397,9.53285,5.896306,5.1122413
GRB160917921,9.778653,5.346906,9.578571,5.414204,4.97726
GRB160919613,7.9066906,3.075042,8.871662,3.5009794,2.7924376
GRB160919858,10.351354,3.4471648,9.975817,3.8650515,4.4564457
GRB160920249,8.466084,7.2380066,8.595293,7.1785316,5.1820507
GRB160921087,8.506861,5.0468373,9.02437,5.3137383,4.029082
GRB160922856,8.965502,6.312128,9.170387,6.2883635,4.9002337
GRB160924253,9.094908,5.973511,9.337321,6.0344014,4.838892
GRB160925221,10.1004505,3.023123,9.919977,3.5724084,3.9865258
GRB160928825,9.3845825,7.137619,8.877408,6.7544293,6.0805717
GRB160929529,8.227327,5.894289,8.69473,6.0627375,4.1026893
GRB161001045,9.23702,7.9614496,8.744951,7.650651,6.8749304
GRB161004964,10.625076,4.864248,9.222685,4.326082,5.7836237
GRB161005977,9.35858,5.2336736,9.397864,5.2560406,4.7381773
GRB161007009,10.056015,4.7436585,9.698701,4.568962,4.9234734
GRB161009651,9.671625,2.8417408,9.850451,3.5347767,3.5768418
GRB161012214,8.660627,5.654174,9.340244,6.0051246,4.0902267
GRB161012416,8.7227545,5.570458,9.398592,5.9355745,4.100749
GRB161012637,7.882055,6.338501,8.540988,6.5276184,3.881494
GRB161013948,8.508061,5.922177,8.574349,5.9017444,4.757344
GRB161014522,9.499678,2.315838,9.417728,2.685638,3.9062068
GRB161015400,4.7796383,5.5045075,5.0725985,5.8727026,3.084481
GRB161015710,9.049728,7.6009674,8.721147,7.256725,6.1511974
GRB161017745,9.418942,5.8079524,8.847237,5.500367,5.208448
GRB161020759,9.493874,3.1511047,8.753245,2.642722,4.593863
GRB161020767,9.60133,6.028387,9.531062,5.8454037,5.3658576
GRB161022114,8.360615,6.175402,8.425464,6.118691,4.6681767
GRB161026373,2.5775483,2.9606514,2.0200582,1.9613404,7.503785
GRB161105417,8.135809,3.84629,8.629754,4.162913,3.469376
GRB161106499,9.907384,6.753524,8.992795,6.1003566,6.181547
GRB161106786,8.083066,7.498616,8.175395,7.3300104,4.546155
GRB161109263,8.401692,2.725933,9.01236,3.1798387,2.8163192
GRB161110179,7.5740147,6.8829527,7.9310102,6.9776187,3.9804645
GRB161111197,9.113349,5.3086014,8.998111,5.3515315,4.6780696
GRB161112496,9.337596,6.2722373,9.238161,6.1180277,5.2463074
GRB161115745,3.0647027,3.391506,3.0591905,3.564193,5.1327505
GRB161117066,9.50231,3.7875855,8.861835,3.5651891,4.738198
GRB161119633,8.863298,5.484121,9.300651,5.6389337,4.366272
GRB161125931,9.313924,1.9939532,9.252465,2.4642193,3.8212554
GRB161128216,6.9224668,7.2307663,7.4002934,7.307256,3.2490392
GRB161129300,7.170594,3.1456919,6.8789735,3.3380697,4.0521507
GRB161201342,8.74287,7.4457617,8.725265,7.2953706,5.7256837
GRB161205561,10.085608,3.4012094,9.910464,3.6737182,4.2269864
GRB161206064,9.720568,3.2017121,8.984323,2.760158,4.58489
GRB161207224,8.30559,6.534383,8.48355,6.564393,4.5610747
GRB161207813,9.349233,2.6607535,9.677665,3.2054725,3.174182
GRB161210524,7.2400603,7.313987,7.6345024,7.3675303,3.6222172
GRB161212652,5.9375668,6.774504,6.076425,6.87541,2.7396924
GRB161213295,9.431581,5.8805594,9.388432,5.7794003,5.090002
GRB161214722,9.599119,4.661719,9.419271,4.5619273,4.6607866
GRB161217128,8.377908,6.0985217,8.535236,6.1060066,4.579842
GRB161218356,9.969535,6.7611957,8.944208,5.9594264,6.3138866
GRB161220605,10.39228,3.8596826,9.30134,3.4307113,5.1818333
GRB161227498,7.139539,7.018737,7.4806395,6.9763703,3.5739865
GRB161228032,8.973814,2.8954334,9.566396,3.3955975,2.9712954
GRB161228388,8.80559,5.1898394,9.420083,5.4399576,4.081889
GRB161228405,7.567329,7.7469687,7.6415186,7.743165,3.7440045
GRB161228553,9.941177,5.3222814,9.514715,5.127615,5.225059
GRB161229878,8.353544,2.76773,8.816656,3.1577907,3.2508261
GRB161230298,3.0674963,3.4883554,3.050344,3.6529233,5.067264
GRB161230511,9.2729435,5.2858443,9.7019,5.3759055,4.4679503
GRB170101116,10.253728,3.4294798,9.430161,3.1112006,4.80136
GRB170101374,7.6336136,6.8196244,8.035714,6.9253297,4.0045037
GRB170106968,8.1737585,5.5849857,8.566392,5.843304,4.1318135
GRB170109137,9.4797325,4.4407396,9.1139345,4.657524,4.831929
GRB170110967,7.7072487,5.6005635,8.237043,5.7828703,3.8047886
GRB170111760,2.9342003,3.8824072,3.0551975,4.0375514,4.710033
GRB170111815,4.973565,6.4368987,5.145917,6.5978527,2.3352118
GRB170112970,7.076957,7.2250805,7.5397005,7.2899427,3.428174
GRB170114833,9.435948,7.493285,8.850992,7.0946856,6.454334
GRB170114917,9.566954,7.8179064,8.87305,7.460524,7.0240316
GRB170115662,9.333043,5.8452487,9.032825,5.6211944,5.1011524
GRB170115743,8.572535,8.008686,8.547466,7.7951236,6.0260773
GRB170116238,8.033269,6.090359,8.4756775,6.2334895,4.0993595
GRB170119228,9.556559,3.3559296,9.783699,3.68453,3.8367212
GRB170120471,9.142001,6.1531653,9.050007,6.031081,5.04627
GRB170121067,8.618928,7.813944,8.462794,7.7104735,5.951898
GRB170121133,4.065828,4.9805365,4.062179,4.9643493,3.8204427
GRB170121614,8.441442,2.49913,8.709521,2.8552165,3.5462525
GRB170124238,9.695028,4.004265,9.816041,4.017091,4.2822876
GRB170124528,3.4347088,4.006665,3.350398,3.972281,4.6991034
GRB170124874,9.583999,3.5629072,9.354175,3.6215944,4.2516456
GRB170125022,8.018683,5.8098993,8.281016,5.897205,4.3652554
GRB170125102,2.9644217,3.2696047,3.0237138,3.5094972,5.192574
GRB170126480,9.257842,6.7500005,8.94314,6.4942856,5.6533446
GRB170127067,2.8712199,4.081153,3.0672662,4.248797,4.478403
GRB170127634,4.85584,6.2201414,5.0206623,6.3921633,2.5598729
GRB170130302,8.477468,2.64786,8.729374,2.9943528,3.4856231
GRB170130510,10.041309,6.047862,9.164851,5.5101633,5.8129206
GRB170130697,9.220215,5.3818393,9.753856,5.567004,4.422136
GRB170131969,7.7789707,3.2195811,8.775335,3.664546,2.7440498
GRB170205521,6.8783917,7.8183813,7.1708803,7.7963114,3.1579723
GRB170206453,7.4080853,7.9303985,7.497722,7.916176,3.5571463
GRB170207906,8.478048,2.9468842,8.523005,3.8910577,4.1233935
GRB170208553,9.242273,3.4869478,8.664328,3.234828,4.481907
GRB170208758,6.9844837,7.7226872,7.254721,7.7258615,3.213431
GRB170208940,9.932396,5.6935883,9.243356,5.2788424,5.462603
GRB170209048,9.512696,6.952984,8.911363,6.5279183,6.069612
GRB170210116,7.961567,3.7864358,8.32768,4.0189495,3.5245063
GRB170212034,7.693055,6.8406096,8.323045,6.9379835,3.8466864
GRB170214649,8.16257,3.2945585,8.545893,3.5317976,3.4935446
GRB170219002,2.719475,3.590579,2.7556863,3.5122867,5.37146
GRB170219110,7.9802547,6.930706,8.284198,7.012502,4.264189
GRB170222209,7.1458373,7.709061,7.377213,7.70557,3.4461448
GRB170228773,8.879131,3.301021,9.559726,3.813041,3.065405
GRB170228794,10.199694,5.496101,9.604162,5.123113,5.546388
GRB170301812,10.146897,5.040515,9.673078,4.806313,5.166463
GRB170302166,7.79436,7.597405,7.9747887,7.507949,4.153644
GRB170302719,7.5104294,6.575106,8.17531,6.7477303,3.7889373
GRB170302876,9.950726,2.4431374,9.948038,2.9808187,3.6183097
GRB170304003,2.8256316,4.0523515,3.028486,4.237653,4.4953513
GRB170305256,4.715256,6.4267035,4.943418,6.5820055,2.2187705
GRB170306130,9.62102,4.503023,9.678004,4.417509,4.5176535
GRB170306588,8.857668,2.0672839,8.900783,2.4296486,3.9535286
GRB170307851,9.334492,2.099921,9.386272,2.6336136,3.5098884
GRB170308221,8.487262,2.069857,8.666998,2.4274096,3.6977773
GRB170310417,6.9520254,7.063421,7.438156,7.136833,3.4162276
GRB170310883,10.041229,5.2191825,9.73264,5.156984,5.110927
GRB170313125,9.953792,6.018817,9.381576,5.6043954,5.71126
GRB170315582,7.9125147,6.8347445,8.247594,6.9249263,4.213999
GRB170316710,8.802866,2.4715738,8.928065,2.7593226,3.8243747
GRB170317666,9.343356,4.326876,9.184977,4.478284,4.5468445
GRB170318644,7.5926943,6.0740848,8.279647,6.2628107,3.8100352
GRB170323058,8.203499,5.916089,8.672049,6.207144,4.0174212
GRB170323775,9.13736,2.7359943,9.396215,3.1993568,3.7262795
GRB170325331,4.5797286,5.7268095,4.831771,5.9869657,2.8928308
GRB170326489,7.8911057,6.4148526,8.218467,6.54808,4.2090354
GRB170329387,10.024072,5.9145637,9.317574,5.417443,5.6945734
GRB170402285,9.601895,6.5421333,9.150067,6.1652017,5.720038
GRB170402961,8.570857,2.9581137,9.212571,3.4690683,2.762596
GRB170403583,2.6823611,3.7954051,2.903279,4.1078315,4.6599936
GRB170403707,9.982782,6.5006175,9.0810585,5.8868895,6.048791
GRB170405777,8.576684,3.5886261,8.945845,3.9280825,3.5470161
GRB170409112,7.4842153,5.1691527,7.8352795,5.2481136,3.8844938
GRB170412917,8.287973,4.13983,8.958718,4.35418,3.3772607
GRB170412988,9.505398,4.069066,9.567248,4.0626416,4.2189193
GRB170414551,8.894419,5.7102776,9.376368,5.907151,4.4566374
GRB170419898,9.198769,7.188015,8.885376,6.9042597,5.932369
GRB170419983,10.099227,5.083929,9.2763195,4.625321,5.313317
GRB170422343,8.716176,2.195009,8.959979,2.7241445,3.167622
GRB170423719,8.451589,2.5580494,8.606173,2.6878014,3.7618594
GRB170423872,9.9896555,6.13798,9.208307,5.62911,5.81481
GRB170424425,9.133634,2.541582,9.499142,3.1054306,3.04873
GRB170428136,9.397301,4.1403537,9.52797,4.170459,4.176899
GRB170429799,10.1577015,3.9039223,9.252249,3.5628273,4.915508
GRB170430204,2.9519978,3.3507955,2.9941297,3.5261528,5.2177725
GRB170501467,10.263931,5.389662,9.635299,5.0117207,5.5130396
GRB170504734,4.4523373,5.0423284,4.6684036,5.2757187,3.5230231
GRB170506169,5.095946,6.5542603,5.2819414,6.675135,2.4191206
GRB170510217,8.653287,2.6390278,8.698174,2.699296,3.8161526
GRB170511249,7.4536457,4.8614073,8.137771,4.869423,3.3387544
GRB170511477,7.2874427,6.3641467,7.719671,6.534483,3.9130032
GRB170511648,7.6973553,5.8830037,7.987909,6.0143313,4.3101344
GRB170514152,4.924985,5.976303,5.139229,6.215359,2.7771676
GRB170514180,10.086236,5.955205,9.238947,5.431333,5.7998514
GRB170516808,6.607196,6.383974,6.9087157,6.516818,3.3466482
GRB170520202,7.20393,6.8482666,7.6363015,6.93193,3.6863768
GRB170521882,8.164191,6.648624,8.490147,6.765747,4.3963237
GRB170522657,10.242176,6.5310774,8.994079,5.6848454,6.292627
GRB170527480,9.4253235,7.4286594,8.7520685,6.729479,6.4907055
GRB170530581,10.307039,3.667527,9.542369,3.4604342,4.8103557
GRB170604603,4.759898,6.4122944,4.9727983,6.5866942,2.2226663
GRB170606968,9.4612875,7.2422442,8.929593,6.8717957,6.29906
GRB170607946,8.846321,2.2093892,8.8738365,2.5690908,3.9197342
GRB170607971,9.176533,6.8886566,8.716154,6.5479465,5.7480483
GRB170610689,9.619216,7.1636252,8.873936,6.728212,6.2570505
GRB170611937,9.195228,3.964982,9.74062,4.1775603,3.7634335
GRB170614255,8.734812,3.7389324,8.631695,3.647114,4.1003127
GRB170614486,8.667016,2.2602155,9.019544,2.802742,3.041607
GRB170614505,8.129189,6.1246185,8.265875,6.1428733,4.5440464
GRB170616047,9.159916,6.077816,9.336701,6.0681953,4.9296966
GRB170616165,8.750761,3.6504498,9.453081,4.0741024,3.2623658
GRB170618475,8.856016,2.4665616,9.266706,3.0432131,2.9540293
GRB170621784,9.378823,3.8590522,9.935448,4.0214806,3.8956542
GRB170625692,9.633661,2.5070758,9.556104,2.903837,3.7521474
GRB170626401,9.442693,7.9206233,8.80719,7.5543227,6.9843783
GRB170627931,9.658467,5.6804724,9.611708,5.547564,5.0898633
GRB170629537,9.883297,2.7915308,9.295013,2.6303914,4.2871747
GRB170705115,8.490363,2.0462322,8.559464,2.3730974,3.9651337
GRB170705200,10.300828,3.1928043,9.542413,3.028761,4.6641674
GRB170705244,8.92571,5.788184,8.759505,5.6701202,4.888809
GRB170708046,2.7906172,3.9990134,2.9984164,4.2052794,4.533138
GRB170709334,7.3319945,7.041159,7.5726557,7.154875,3.860315
GRB170710340,9.875487,3.3833601,9.801469,3.6474063,4.184165
GRB170711019,7.9498663,6.788414,8.246839,6.8748155,4.2740393
GRB170711713,6.449195,7.2494063,6.7159247,7.3089004,2.928858
GRB170711931,8.632542,7.583826,8.634596,7.4542866,5.726606
GRB170714049,3.0967684,3.4738135,3.0648746,3.6295228,5.0787163
GRB170715878,10.119175,2.862836,9.9159565,3.3770015,4.0490856
GRB170717952,8.363931,5.9744444,8.782206,6.1301875,4.264449
GRB170718152,9.202797,5.8469305,9.43542,5.8367505,4.7890453
GRB170722525,10.277194,4.861443,9.628495,4.577553,5.212178
GRB170723076,9.48883,5.1368074,9.761404,5.23865,4.49302
GRB170723677,9.076338,5.2861133,9.487956,5.471476,4.419709
GRB170723882,6.927843,6.210994,7.5444326,6.304285,3.638623
GRB170724543,9.176129,5.7230372,9.081814,5.6474776,4.837833
GRB170726249,7.1161747,7.287485,7.572,7.328629,3.4324884
GRB170726794,9.080634,4.856414,9.13559,4.7451606,4.692474
GRB170727841,9.216736,5.008428,9.617618,5.116584,4.3711295
GRB170728961,6.601665,7.828031,6.9062214,7.796829,2.9114556
GRB170730133,9.338895,7.2998004,8.86783,6.935727,6.159887
GRB170731751,8.185905,4.397149,8.611372,4.566957,3.7833023
GRB170801690,8.90766,6.135286,9.237672,6.207753,4.758478
GRB170802638,9.41795,7.758096,8.81735,7.438203,6.879372
GRB170803172,9.624049,5.381083,9.06726,5.317342,4.9716797
GRB170803415,9.393439,2.7181392,9.804951,3.344846,3.255207
GRB170803729,6.788097,7.892282,7.0800586,7.859173,3.04029
GRB170804911,9.737485,4.419492,9.430359,4.1854725,4.7245445
GRB170805901,7.551468,5.668801,8.086889,5.821019,3.8034644
GRB170808065,9.999404,6.3857093,9.007557,5.777002,5.9589
GRB170808936,9.690829,3.4157507,8.860604,2.955156,4.9140253
GRB170810918,9.067846,4.323324,9.416714,4.469872,3.9953167
GRB170813051,9.946942,2.5105586,9.8262615,3.0947962,3.6718814
GRB170816258,8.033564,4.693068,9.073803,4.402925,3.2344441
GRB170816599,4.73982,6.321741,4.9338145,6.495671,2.3124871
GRB170817529,5.668997,6.183334,5.6999326,6.316228,2.9156773
GRB170817908,7.117093,7.7346406,7.3219686,7.722965,3.3603935
GRB170818137,4.6823006,6.1022954,4.911185,6.3431187,2.4541895
GRB170821265,9.689884,4.383657,9.8719635,4.3369904,4.427
GRB170825307,9.797766,6.3970327,9.241417,5.9079227,5.8190475
GRB170825500,10.347687,6.2039227,9.019804,5.3706555,6.1457458
GRB170825784,10.004406,4.5359297,9.459492,4.22167,5.025549
GRB170826369,2.848033,4.03624,3.036876,4.196796,4.531942
GRB170826819,10.648273,4.9887037,9.1137905,4.470359,5.8933015
GRB170827818,6.669777,7.586574,6.9037576,7.5635295,3.0869653
GRB170829414,9.79659,2.9876769,9.563466,3.375392,3.958024
GRB170829674,9.230781,6.41501,9.237333,6.278693,5.258862
GRB170830069,9.033896,3.371205,9.549794,3.8716605,3.3044384
GRB170830135,8.365012,6.4294267,8.587501,6.460293,4.5503592
GRB170830328,10.07566,5.751522,9.2766485,5.2405825,5.608209
GRB170831179,8.409513,3.633527,8.855203,4.0339494,3.4209614
GRB170901007,8.21998,6.9728494,8.344746,6.9564557,4.6169524
GRB170901255,6.9472127,6.853157,7.487004,6.965275,3.4214716
GRB170901345,8.999145,6.3010416,8.792652,6.081499,5.1052904
GRB170903534,8.831483,4.913748,9.050125,5.0671825,4.2513103
GRB170906030,8.044405,3.6560135,8.421772,3.8910718,3.5190837
GRB170906039,10.225548,4.030121,9.12219,3.5747664,5.371015
GRB170906485,9.566029,4.7653065,9.622191,4.698562,4.52401
GRB170910368,9.542957,4.825665,9.677266,4.787304,4.5070596
GRB170911267,8.285429,6.219978,8.615125,6.2780647,4.2844396
GRB170912273,9.9411955,6.396427,9.099285,5.8290253,5.9404798
GRB170912985,2.9856503,3.3081133,3.0378623,3.544167,5.1671367
GRB170915161,10.050456,5.9713893,9.428501,5.5297775,5.7621717
GRB170915520,5.369261,6.5455403,5.539617,6.682434,2.6472259
GRB170916700,9.036545,5.59081,9.49541,5.7780175,4.5083237
GRB170918139,3.226773,3.6179879,3.1837173,3.7239254,4.963675
GRB170921168,9.134581,7.222273,8.808065,6.9820576,5.9667645
GRB170923101,10.350427,4.611767,9.836437,4.359558,5.1616545
GRB170923188,8.98917,2.060728,9.047102,2.4917994,3.9255638
GRB170923566,9.359978,5.1690383,9.087052,5.2508674,4.640244
GRB170926528,10.149591,5.6845946,9.318354,5.1989512,5.6398773
GRB170926782,6.44816,7.624617,6.736943,7.612723,2.8483188
GRB170928607,7.797233,6.68838,8.255319,6.726785,3.8897383
GRB170929513,7.960996,7.676921,8.088695,7.5352597,4.4118285
GRB170929699,10.43008,4.353959,9.274993,3.9379618,5.4656396
GRB171002969,7.5717607,7.7104073,7.6805086,7.683818,3.7409256
GRB171004672,9.463159,2.7095304,9.869888,3.388458,3.2683423
GRB171004857,7.8806176,6.544175,8.158639,6.6461964,4.2311573
GRB171007498,7.475424,6.727619,7.8445306,6.8314114,3.930963
GRB171008080,5.817075,6.3209677,5.840746,6.432312,2.9133942
GRB171009138,8.957625,4.708267,9.408164,4.8736672,4.089201
GRB171010792,8.073,3.51189,8.500332,3.7870448,3.3709502
GRB171010875,9.45407,5.262402,9.693834,5.279942,4.641485
GRB171011162,8.882242,6.187496,8.997956,6.2024565,4.804902
GRB171011810,5.756926,6.1997337,5.7575707,6.316629,2.934056
GRB171013350,9.150017,2.136383,9.353725,2.6571274,3.262614
GRB171017823,8.974725,2.9331248,9.435908,3.496361,3.1120245
GRB171020813,9.730855,4.660452,9.884503,4.518424,4.5705047
GRB171022085,9.891874,3.0670533,9.164886,2.7538607,4.451641
GRB171022885,10.065686,5.7092752,9.370115,5.286193,5.5718403
GRB171023097,9.19795,2.5241618,9.239975,3.0618927,3.6775167
GRB171024977,10.101764,2.6130238,9.956688,3.1086333,3.816731
GRB171025213,7.0722284,6.4366574,7.5629163,6.5589375,3.6414175
GRB171025416,8.073341,5.9267483,8.521058,6.1215873,4.086135
GRB171025913,8.908323,5.6033893,9.157783,5.762618,4.4433227
GRB171029020,8.241113,5.4937477,8.473321,5.6514783,4.398593
GRB171030729,3.1709402,3.5200255,3.1400263,3.6466737,5.0319977
GRB171102107,6.951585,6.7951956,7.416301,6.8429804,3.4896688
GRB171103655,9.940019,2.4210978,9.58435,2.7423933,4.072794
GRB171106498,8.355058,4.844334,8.443695,4.904885,4.3136926
GRB171108656,2.4194071,2.829682,1.9335351,1.8692974,7.612119
GRB171112868,8.9981785,4.4811745,8.97486,4.5360074,4.285963
GRB171117515,8.828439,4.203472,8.691518,4.177794,4.295657
GRB171120556,6.987026,7.906844,7.2323904,7.872746,3.189904
GRB171124235,9.279917,4.0114603,9.272767,4.0019484,4.200617
GRB171126216,9.464872,3.8432255,9.627373,3.8599334,4.124559
GRB171126235,6.721098,7.8800955,7.00465,7.8350253,2.984818
GRB171201068,9.218959,2.7467535,9.617247,3.3401005,3.1683643
GRB171202113,8.446491,4.1636434,8.804513,4.3924265,3.8038101
GRB171206122,8.417966,6.9415727,8.568423,6.893774,4.8475137
GRB171207055,3.2887797,4.0845623,3.3682456,4.154385,4.547577
GRB171207809,9.483365,5.6532736,9.208288,5.4882064,4.9861393
GRB171208733,6.904925,7.638719,7.2498336,7.6432896,3.1922052
GRB171209671,10.507872,5.1859355,9.1441965,4.589217,5.8015447
GRB171210493,10.253515,4.098686,9.065997,3.8316894,5.573304
GRB171211844,9.529019,3.9045327,8.865219,3.7236755,4.797138
GRB171212222,8.29134,6.9207754,8.399544,6.8714366,4.682981
GRB171212434,8.9166355,3.0623553,9.414944,3.5515778,3.0130181
GRB171212948,9.751279,5.651467,8.959247,5.319883,5.2523036
GRB171213061,9.274596,2.7173736,9.695567,3.2974446,3.1183527
GRB171215705,10.119028,3.345432,9.600157,3.2960045,4.5582614
GRB171219279,4.1468935,5.018483,4.1429296,5.0161285,3.7920768
GRB171222684,8.091931,4.128464,8.37479,4.267971,3.7482777
GRB171223818,4.8742237,6.5182333,5.0642333,6.669924,2.184936
GRB171227000,8.470293,2.865098,9.082667,3.324607,2.808039
GRB171230048,9.564081,6.54389,9.244441,6.2564087,5.726275
GRB171230119,4.684469,5.907605,4.9159584,6.158854,2.7065346
GRB171230955,9.149725,2.3975415,9.459841,2.9219046,3.1415136
GRB180102660,9.642677,5.5090165,9.346935,5.177951,5.105116
GRB180103090,2.9922729,3.3220825,3.1747823,3.6236427,5.206397
GRB180110608,7.162174,5.830892,7.572169,5.948882,3.8669755
GRB180111815,9.483512,5.0484076,9.132673,5.075664,4.766206
GRB180112842,8.964236,6.5354786,9.06554,6.4235935,5.1155024
GRB180113011,8.514592,8.076752,8.530639,7.831418,5.9673767
GRB180113116,8.70367,7.176191,8.732031,7.1101966,5.482656
GRB180113418,8.493383,2.1127806,8.607639,2.4345603,3.8117516
GRB180116026,8.592716,6.101369,8.956187,6.137182,4.34804
GRB180116678,8.900188,2.8220148,9.019621,3.308803,3.6608648
GRB180119837,9.371357,7.676456,8.841807,7.3495564,6.714899
GRB180120207,9.541221,7.424516,8.896586,6.948263,6.510324
GRB180122129,6.280468,6.5479126,6.171477,6.537215,2.9879081
GRB180123820,5.035116,5.952288,5.241491,6.2095075,2.8353
GRB180124392,9.249364,2.1461308,9.383851,2.6548257,3.3430989
GRB180125891,8.843835,2.3498309,8.817198,2.5606725,3.912028
GRB180126095,10.367364,6.288892,8.977278,5.406749,6.2262435
GRB180127049,9.95644,3.3076444,9.125367,2.8745673,4.7941065
GRB180127879,9.953752,5.3250237,9.732957,5.215515,5.081154
GRB180128215,2.475455,2.8406463,1.9776086,1.9060056,7.5687714
GRB180128881,7.2563596,6.3428783,7.617341,6.5522118,3.9912786
GRB180130049,8.92673,2.7183228,8.9269705,3.1647189,3.7667794
GRB180130744,3.2315173,3.6076064,3.1818485,3.7108417,4.9891853
GRB180131528,5.5473146,6.104186,5.576832,6.2534013,2.930766
GRB180201706,2.9137273,4.079432,3.0617602,4.2309427,4.498883
GRB180201780,3.2244139,3.627046,3.1430047,3.7007418,4.987296
GRB180204109,4.4231424,6.14707,4.2379303,5.663109,3.279617
GRB180205323,10.494041,3.3025396,10.044742,3.6327477,4.5379486
GRB180206203,4.7341895,5.6773562,4.9773407,5.9367275,2.9654243
GRB180208764,9.004206,6.392349,9.114881,6.353115,4.9832253
GRB180210517,9.707382,3.3637667,8.972087,3.0063796,4.901024
GRB180210991,7.856512,5.415741,8.169486,5.623515,4.138858
GRB180211754,9.6276045,4.516161,9.806497,4.463555,4.4629726
GRB180218635,10.013564,3.7251153,8.961017,3.2065697,5.225794
GRB180219482,8.795992,3.5736852,8.871967,3.5710979,3.8534348
GRB180222239,9.463934,1.9425055,9.384503,2.4610322,3.8508737
GRB180225417,6.521638,7.329246,6.7539244,7.3730993,3.0802677
GRB180227211,3.1813831,3.9928825,3.2173615,4.0726757,4.618899
GRB180305393,10.283956,4.218824,9.036029,4.105961,5.7638097
GRB180306479,9.091574,5.3875265,9.630707,5.629693,4.3522315
GRB180306973,9.593471,4.9879208,9.712472,5.0976996,4.597154
GRB180307073,8.553569,4.1900935,8.496076,4.090122,4.135
GRB180309322,9.984973,2.800107,9.321159,2.6594734,4.266277
GRB180311074,7.562582,7.393813,7.8340006,7.404773,3.9330869
GRB180313978,2.7061348,3.0980434,2.0834298,2.0448685,7.399774
GRB180314030,8.813324,4.143929,8.840648,3.9821284,3.9315197
GRB180330891,8.816826,7.7453394,8.70379,7.4949775,6.0207233
GRB180401280,9.538545,3.9510012,9.1496725,3.832259,4.5588956
GRB180401846,8.551569,2.0190675,8.630204,2.361932,3.9577389
GRB180402406,2.8418775,4.112054,3.0506377,4.2831,4.447367
GRB180403565,10.497737,4.6862936,9.6518345,4.3017273,5.414066
GRB180404091,8.205544,2.8464358,8.579073,3.1188335,3.6393578
GRB180404848,4.587731,5.3241835,4.6733084,5.336476,3.394631
GRB180405169,9.850214,3.010938,9.267415,2.7438948,4.387819
GRB180409346,8.613802,2.0237012,8.701936,2.3801334,4.0653863
GRB180410336,7.7564354,5.7488213,8.236765,5.9933934,3.9588454
GRB180411519,8.552616,4.1254168,8.466213,3.995046,4.203058
GRB180411546,9.462144,4.7718263,9.719073,4.782138,4.392073
GRB180412425,9.143999,1.9108821,9.143701,2.400823,3.7767653
GRB180413118,9.701661,2.460667,9.819946,2.9971554,3.5187318
GRB180416340,9.706194,7.09333,8.970018,6.544277,6.3190675
GRB180416924,9.642657,5.6005807,9.573592,5.565639,5.143384
GRB180417689,4.4152193,5.625467,4.6744995,5.834406,2.956705
GRB180418281,6.7503223,7.682799,7.0607505,7.6872067,3.0590463
GRB180420031,8.201247,4.9518003,8.707252,5.208677,3.8807752
GRB180420107,9.31466,6.7244387,8.92502,6.4107733,5.6911855
GRB180423033,8.872955,4.246364,9.17716,4.3369308,3.954867
GRB180423266,7.2864594,6.5561895,7.661787,6.695344,3.9542117
GRB180426005,9.397944,2.6233659,9.76731,3.2106352,3.2320635
GRB180426549,8.775494,7.07978,8.759151,6.981567,5.47654
GRB180427442,9.189684,6.384306,9.171217,6.2027335,5.239281
GRB180428102,8.88663,7.5059204,8.793013,7.279939,5.9674253
